Job Title,Salary Estimate,Job Description,Rating,Reliabilty,Company Name,City,State Name,Headquarters,Size,Founded,Company age,Type of ownership,Industry,Sector,Revenue
Data Scientist,$90K-$124K (Glassdoor est.),"Job Overview:

Advanced Analytics - Data Scientist will execute advanced computational approaches to accelerate and optimize evidence-based pharmaceutical product development. He/She will leverage high-dimensional population health data to support R&D, Medical, HEVA, commercial product development, access and business strategy. The Advanced Analytics Data Scientist roles will generate analytics required by healthcare decision makers to support patient access and use of Sanofi medicines and he/she will contribute to the insights required by Sanofi internal teams to develop and commercialize the most impactful medicines.

Job Responsibilities:
Get to apply a broad array of capabilities spanning machine learning, statistics, text-mining/NLP, and modeling to extract insights to structured and unstructured healthcare data sources, pre-clinical, clinical trial and complementary real world information streams.
Work on a variety of team-based projects providing expertise in analytical and computational approaches.
Work with the latest tools and technologies to impact drug development
Contribute to the Advanced Analytics plans for projects across R&D, Medical Affairs, HEVA and Market Access Strategies and Plans.
Design and implement data models, perform statistical analysis and create predictive analysis models
Leverage analytics involving large datasets to refine and improve data models.
Build and construct prototypes of Advanced Analytic work-flows.
Essential Skills & Experience:
PhD or ScD in quantitative field such as Health Services research, Medical Economics, Medical Informatics, Biostatistics, or Computer Science, computer engineering or related field
Relevant Masters Degree, with at least 3 years of relevant industry experience
Experience with open source technologies, ML libraries, and programming languages (R, python)
Experience with advanced ML techniques (neural networks/deep learning, reinforcement learning, SVM, PCA, etc.).
An ability to interact with a variety of large-scale data structures e.g. HDFS, SQL, noSQL
Experience working across multiple compute environments to create workflows and pipelines (e.g. HPC, cloud, linux systems)
Experience with any of the following: biomedical data types/population health data/real world data/novel data streams.
Strong oral and written communication skills
A demonstrated ability to work and collaborate in a team environment
Desirable Skills & Experience
Experience with reproducible and collaborative technology platforms (e.g. github, containers, jupyter notebooks)
Experience with big data analytics platforms and/or workflow tools
Exposure to NLP technologies and analyses
Knowledge of some datavis technologies (ggplot2, shiny, plotly, d3, Tableau or Spotfire)
Sanofi Inc. and its U.S. affiliates are Equal Opportunity and Affirmative Action employers committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race; color; creed; religion; national origin; age; ancestry; nationality; marital, domestic partnership or civil union status; sex, gender, gender identity or expression; affectional or sexual orientation; disability; veteran or military status or liability for military status; domestic violence victim status; atypical cellular or blood trait; genetic information (including the refusal to submit to genetic testing) or any other characteristic protected by law.

Sanofi Glassdoor: #GD-SA

Sanofi LinkedIn: #LI-SA

At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.",3.7,Excellent,"Sanofi
3.7",Cambridge,MA,"Paris, France",10000+,1973,51,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$90K-$124K (Glassdoor est.),"Logistics done differently.At XPO Logistics, we invest hundreds of millions of dollars in technology every year so that we can continue to develop state-of-the-art solutions for our customers. As the Scientist, Data Science, you will develop analytical experiments in a methodical manner and regularly evaluate alternate models to support strategic initiatives and ongoing business processes. You will work with leads, analysts and data producers/consumers to understand requirements and develop technical solutions, as well as ensure the reliability and performance of the data solutions. Become a part of our growing, dynamic team and we'll help you build a career you can be proud of.Pay, benefits and more.We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and more.What you'll do on a typical day:* Develop solutions focused on data science and engineering using machine learning, deep learning algorithms, statistical concepts, data modeling, software development and visualizations* Troubleshoot technical issues in existing processes and current development work; solicit assistance from other roles and groups, and drive resolution to ensure the integrity of platform quality and project timelines* Understand and improve shared standard patterns, templates and artifacts for architecture, data science development approaches, data models and new technology adoption and rollout* Generalize and share technical approaches and best practices among other developers; simplify and communicate completed work to broader audiences across the company* Help support data consumers to ensure they have reliable access to trusted dataWhat you need to succeed at XPO:At a minimum, you'll need:* Bachelor's degree or equivalent related work or military experience* 1 year of experience delivering solutions in at least two of the following: data science, data analysis, geospatial, finance, econometrics, cloud computing or big data and database management* Experience with statistical modeling, data analytics and visualization using R and Python (Numpy, Pandas, Scipy, Plotly and Matplotlib)* Significant experience applying one or more of the following analytical methods: regression (preferably mixed models), data classification and reduction (cluster, factor, principle components, decision trees), Bayesian inference or other advanced machine learning techniques* Experience with statistical modeling, machine learning, deep learning or data mining concepts, and a track record of solving problems with these methods* Technical database knowledge (Oracle, NoSQL, data modeling) and experience optimizing SQL queries on large data* Experience writing SQL fluently, recognizing and correcting inefficient or error-prone SQL, and performing test-driven validation of SQL queries and their results* Microsoft Office and Windows experience* Availability to work periodic 24/7 on-call support as required by the team's rotation scheduleIt'd be great if you also have:* Master's degree in Computer Science, MIS, Engineering, Business or a related field; or recent college graduate with hands-on, moderately complex internship projects of greater than 6 months* Data science specialization from Coursera, Udacity, Data Camp, etc.* 10 years of experience delivering solutions in at least two of the following: data science, data modeling, data integration or business intelligence* 5 years of experience delivering solutions in at least two of the following: data science, data analysis, geospatial, finance, econometrics, cloud computing or big data and database managementBe part of something big.XPO is a leading provider of cutting-edge supply chain solutions to the most successful companies in the world. We help our customers manage their goods most efficiently using our technology and services. Our greatest strength is our global team - energetic, innovative people of all experience levels and talents who make XPO a great place to work.We are proud to be an Equal Opportunity/Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, sex, disability, veteran or other protected status.The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified. All employees may be required to perform duties outside of their normal responsibilities from time to time, as needed.Nearest Major Market: IndianapolisApply now """,3.7,Excellent,"XPO Logistics
3.7",Lebanon,IN,"Greenwich, CT",10000+,2011,13,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD)
Computer Scientist 1,$90K-$124K (Glassdoor est.),"Computer Scientist

NSBU | Melbourne, FL, United States

Why Join Rincon Research Corporation (RRC)?

At Rincon Research Corporation, our primary business is innovating, developing, and fielding digital signal processing (DSP) products and services for the United States Defense and Intelligence Communities in support of national security.

Rincon Research Corporation seeks a candidate that has a broad software and computer skillset but is interested in advanced signal processing applications.

Come join the team that is creating cutting edge signal processing, geolocation, and communication systems for the future!

What are the primary responsibilities in the Jr. Computer Scientist position?

Candidate will be responsible for developing within a heterogeneous software repository containing code in Python, MATLAB, C++ and Java. Candidate will also be responsible for maintaining this repository and its accessibility. Machine Learning, Cloud Technology, and a strong CS background is highly desired. Good communication skills with ability to interact with remote co-workers and customers are required. Looking for people able to find creative and cutting-edge solutions for customer issues.

What required background will make you successful?
Bachelor’s Degree in Computer Science, Electrical Engineering, or other equivalent field of discipline
Some experience in scientific programming
Experience programming in a high-level language such as C/C++ on Unix/Linux platforms
Experience programming in high level interpreted languages such as PYTHON and/or MATLAB
Familiarity with interfacing C/C++ libraries within interpreted languages.
Ability to obtain and maintain TS/SCI security clearance
US CITIZENSHIP REQUIRED
Where is the position located?

This position is located at our Melbourne, FL office.

What benefits does RRC offer?
100% employer-paid premiums for family medical and dental insurance, employee life insurance, short-term and long-term disability (STD & LTD)
Flexible reimbursement spending accounts for medical expense and dependent care
Immediate participation and vesting in the company’s Employee Stock Ownership Plan (ESOP) and 401(k) Plan
Employer contributions to RRC’s ESOP
Employer matching contributions to the company’s 401( k) Plan
Employer discretionary contributions to the company’s 401(k) Plan
Rincon Research Corporation is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status, or any other protected factor.",4.2,Excellent,"Rincon Research Corporation
4.2",Melbourne,FL,"Tucson, AZ",500,1983,41,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
Data Scientist,$90K-$124K (Glassdoor est.),"Equal Employment Opportunity

Parker Hannifin's Enterprise Performance Management & Analytics team is looking for a full time data scientist who is fluent in using today's data science and mining methods and tools, with excellent communications skills, and who thrives on creatively solving complex problems. This position is located in our Global Corporate Headquarters in Cleveland, OH, a very dynamic industrial B2B environment.

As a 100 year old Fortune 250 company whom has always been on the forefront of technology, we have more content to work with than most, and we have many of our industry's best and brightest professionals to learn from and partner with across many potential career paths.

Successful candidates will be fluent in performing data analytics, using data science methods in today's tolls of the trade, to support, design and implement analytical data products used to enhance our customer and business user interactions and business decisions throughout the corporation.

This position reports to the Director of Business Reporting & Analytics, and as part of the Enterprise Performance Management & Analytics team, this position supports all levels of management at corporate, groups and divisions, across multiple functional areas and countries.

Essential Functions:
• Subject Matter Expert in a defined functional area or areas.
• Create, maintain and report out on a monthly, quarterly and annual basis, key metrics for defined areas of expertise.
• Builds and maintains on-line and off-line predictive models for various key performance measures and or forecasts at the enterprise, group and division levels, and other groupings like sales forces and or clusters of customer populations, and communicates results to decision makers for follow up action.
• Identify and investigate trends that warrant deeper analysis, and advise decision makers of implications and potential corrective actions.
• Develop and manage data quality and normalization and attribution models and metrics needed to make multiple disparate data sources usable for data mining and other analytical uses
• Monitor and adapt models to changing business needs
• Define and provide input for experiment design and quantitative analysis within area of expertise.
• Support Ad hoc requests as a leader, advisor or contributing team member for key projects as needed
• Manage the integration of key external data sources into our enterprise data repositories for use by all analytics teams and report writers across the enterprise
• Design and manage pattern databases for use in predictive modeling and other data mining analysis
• Conform with and contribute to Enterprise Performance Management & Analytics governance processes and policies

Qualifications:
7-10 Years of experience applying advanced analytics and data mining methods that impact business results in area of expertise.
Bachelor’s Degree in Physics, Data Science, Statistics, Econometrics, Mathematics, Operations - Management or other quantitative discipline. PhD or Master's Degree preferred.
Skilled in data mining, feature engineering, machine learning and advanced statistical analysis in a business setting.
Proficient with data wrangling, working with large data sets of varying quality, structured &
un-structured to solve business challenges.
Proficient in Statistical Software (R, Python, SPSS, SAS, Stata), Java, SQL, Microsoft Office, and other tools and data types.
Parker is an Equal Opportunity and Affirmative Action Employer. Parker is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job related reasons regardless of race, ethnicity, color, religion, sex, sexual orientation, age, national origin, disability, gender identity, genetic information, veteran status, or any other status protected by law. U.S. Citizenship/Permanent Resident is required for most positions.

(“Minority/Female/Disability/Veteran/VEVRAA Federal Contractor”)

If you would like more information about Equal Employment Opportunity as an applicant under the law, please go to http://www.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf
and http://www1.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf",3.3,Very Good,"Parker Hannifin
3.3",Cleveland,OH,"Cleveland, OH",10000+,1917,107,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$90K-$124K (Glassdoor est.),"You are key to helping global clients make better decisions based on data analytics.

As a data scientist at Gallup, you will apply your knowledge of statistical and machine-learning techniques to a wide variety of challenging projects customized to our clients’ complex global research. Working on the biggest stage for researchers, you’ll explain and predict large-scale social behavior (e.g., consumer spending, lifestyle trends, political stability, election outcomes, and employee performance and retention) using data from Gallup, the web, third parties (e.g., governments, IGOs and NGOs) and our clients. We will count on your expertise with parametric, nonparametric, linear, and nonlinear methods as well as feature selection and variable transformation. And we will depend on your ability to translate data for clients in a comprehensible way.

Gallup’s unique data give you an unparalleled opportunity to use your creativity to explore new avenues of social research. If you are passionate about using data to solve the world’s most pressing problems, join Gallup — the company that established the gold standard in survey research methodology.

Who we want:
Analytical thinkers who use their research talents to provide critical insights in advanced analytics for the growing needs of global organizations
Curious researchers who apply their instincts and expertise to discover breakthroughs that are key to clients’ growth
Sophisticated communicators who can easily explain complex technical material to nontechnical audiences
Self-motivated professionals who can manage multiple projects, set a standard of excellence, and consistently deliver exceptional results
Data experts who excel at building predictive models using various data sources and techniques to inform business decisions
Mission-driven scientists who are motivated to solve the world’s most pressing problems
What you need:
Master’s degree required. Degree from a statistics, engineering, mathematics, computer science, computational social science, physics, or operations research program preferred. Ph.D. a plus.
At least six years of professional work experience conducting analysis and writing code in Python and R required.
A deep understanding of the mathematical fundamentals of machine learning and statistics, with an emphasis on nonparametric and nonlinear methods (e.g., random forests, support vector machines, neural networks) required
Previous work experience with survey design, sampling, weighting, item nonresponse, imputation and other survey research concepts and challenges preferred
Must be currently authorized to work in the United States on a full-time basis
What we offer:
A strengths-based, engagement-focused, and performance-oriented culture
A flexible work environment
World-class managers who support, empower, and engage you
Ongoing learning and development opportunities
Mission-driven work that changes the lives of people around the world
Gallup is an equal opportunity/affirmative action employer that celebrates, supports, and promotes diversity and inclusion. We will consider all qualified applicants without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or gender identity, or any other legally protected basis, in accordance with applicable law.",4.1,Excellent,"Gallup
4.1",New York,NY,"Washington, DC",5000,1935,89,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Computational Behavioral Scientist,$90K-$124K (Glassdoor est.),"The Machine Intelligence Research and Applications (MIRA) group at Ntrepid is composed of a mix of junior and senior, scientists and technologists, with the goal of attending to both: the subtlety of fundamental questions, as well as those of implementation and integration of computational tools. Modeled to imitate the culture of transformative fields like Computational and Experimental Physics, where mutual respect among scientists and technologists has been a cornerstone of success. We are as passionate about the fast-emerging disruptive advances in Machine Intelligence research as we are about the essential developments in computing, and the craftsmanship required for turning ideas into impact.
Ntrepid is looking for innovative Computational Behavioral and Social Scientists with a background and interest in software development to join our Machine Intelligence Research Group.
As part of our research and development team you will help us develop and realize data analysis, modeling strategies, and tools to improve our products and support our customers by integrating insights from the emerging fields of Computational Behavioral and Social Sciences. You will contribute your field and unique perspective to research and development efforts that integrate and advance the state of the art in social media content, communications, and network analysis.
Working to advance tools and methods in these areas will offer ample opportunities to develop your multiple talents. You will participate in: research and algorithm design, design and development of API services, and the development of data visualizations and user experiences that promote data interpretation and understanding.

Evaluate current research and new technologies in light of our products and customer needs, and use your insights to deliver new capabilities
Research and design methodologies,modeling strategies, and tools that support social media data analysis which integrate Computational Behavioral and Social Science perspectives
Collect and process a variety of data, structured and unstructured.
Develop quantitative models and data analysis strategies.
Develop and help deploy web-based services and applications.
Design, implement, evaluate, and refine product prototypes.

U.S. Citizenship Required
Must be able to obtain/maintain a security clearance
Advanced degree or relevant experience in Computational Social or Behavioral Science, Social or Behavioral Science with a quantitative methods orientation, or other quantitative field
Proven capacity to model and solve problems using quantitative approaches
Experience and clear understanding of machine learning and statistical modeling
Experience managing and working with structured and unstructured data
Ability to rapidly develop prototypes as well as write production quality code
Experience with static (Java, C, C++), dynamic (Ruby, Python), and mathematical and statistical (R, MATLAB, Julia) languages; 5+ years combined experience, with 2+ years in any particular language
Experience managing and modeling data using relational (Postgres, MySQL), NoSQL (Redis, Neo4j, MongoDB) and search (Elasticsearch, Solr) technologies.
Familiarity with modern web frameworks, application architectures, languages, and libraries (Rails, Django, MVC, JavaScript, Bower, Node, D3, Plotly)",4.2,Excellent,"Ntrepid
4.2",Herndon,VA,"Herndon, VA",500,2010,14,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Staff BI and Data Engineer,$90K-$124K (Glassdoor est.),"Job Description: Staff BI and Data Engineer
Location: San Jose, CA (or) New York, NY
Department: Data Engineering
Hours/Shift: Full Time
Reports To: VP, Data Engineering
Job Description:
Affinity Solutions is looking for a hands-on and self-driven Staff BI and Data Engineer, preferably with experience in the bank card loyalty/fin-tech/advertising/marketing space, to enhance and automate its data and analytics infrastructure to support its growing customer base and expanding partner ecosystem. The position is based in San Jose, CA., and reports into the Data Engineering division. The demand for advanced analytical solutions continues to grow exponentially, and this is your opportunity to grow with us in a fast-paced, collaborative environment.
The ideal candidate is a passionate and highly skilled individual, who can utilize programming and analytics tools such as SQL, Python, and Tableau to query and process large data sets to produce high quality customer facing data deliverables and insights. If you have experience designing and building business intelligence/analytics applications, especially around credit/debit card transactions, unified consumer behavioral and profile data, and excited about leveraging your experience to catapult a venture-backed company into hyper-growth, this job is for you.
Responsibilities:
Develop high quality analytical data assets with an eye towards process efficiency and automation through scripting. Experience in building data marts is a plus.
Build automated QA process to validate the quality of the data and report on data quality
Communicate and present data to both internal and external customers by developing reports/dashboards/charts using BI tools such as Tableau
Work closely with a dynamic and growing team of account managers, data engineers and data scientists to perform quantitative analysis of customer data, including gathering data requirements and validate data, applying judgement and statistical analysis to assist with planning and decision making.
Other responsibilities include but not limited to - data validation, troubleshooting issues, and process documentation.
Qualifications:
Bachelor’s or Master’s degree in Computer Science or related field such as Mathematics and Statistics, preferably with focus on Data Analytics.
At least 3 years of hands-on experience in designing and building data pipelines, analytical data applications and BI Reporting.
Proficient in SQL and Tableau, familiar with at least one coding language in Python/Shell scripting.
Experience in using Cloud based managed services and Big Data Environments for data warehousing/analytics is a big plus – e.g. Amazon RedShift, Google BigQuery, Spark, MapR etc.,
Very strong written and verbal communication skills; Ability to tell a story with the data
Analytical thinker, with an ability to evaluate multiple products/technologies to address various aspects of a big data platform.
Experience working on UNIX / Linux development and production environments
Experience working in Agile software development environments
Strong organization skills with attention to detail is a must.
Ability to manage multiple conflicting priorities, take proactive ownership of problems and outcomes, think outside the box
Knowledge of Retail and Financial verticals is useful but not required.",2.9,Very Good,"Affinity Solutions
2.9",San Jose,CA,"New York, NY",200,1998,26,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Principal Data Scientist - Machine Learning,$90K-$124K (Glassdoor est.),"Are you a highly experienced Data Scientist with exceptional machine learning skills and experience supporting critical initiatives focused on improving various customer and financial metrics?

Do you thrive in an environment where you not only dive deep to find data driven insights, but craft meaningful and articulate recommendations that can be discussed and acted upon with your peers?

Do you love the idea of functioning as key member of our Data Platform team, and serving as a subject matter expert to various functional business partners?

If “yes”, then the Principal Data Scientist position here at Constant Contact may be just what you’re looking for.

What you’ll do:
Analyze customer data aimed at improving customer retention and to drive customer engagement strategies
Work with the business to develop data based inquiries, and conduct data exploration and data mining to determine drivers of retention and customer value.
Design and evaluate test and learn campaigns aimed at improving customer retention, engagement and success while optimizing business KPIs
Partner closely with business stakeholders to ensure insights are leading to action and measuring the business impact
Who you are:
MS or PhD degree in Data Science
Demonstrated expertise with machine learning methods is a must - optimization, metrics, vision-based models
Extensive experience with multiple Big Data platforms such as Hadoop, Spark, AWS and Google Cloud
Proven experience developing data visualizations to enable data exploration, illustrate an insight or tell a story
Experience with Python, Scala and/or R
Practical knowledge applying analytical techniques such as survival and failure analysis, regression, decision trees, segmentation, clustering, and other techniques to describe patterns and make predictions with real-world data
Understanding of sampling and testing methodology including A/B splits and multivariate testing
Strong communicator with demonstrated experience translating analytic findings to business insights and influencing business stakeholders to drive action and improved business performance
Comfortable interacting with senior leadership
*This position will be remote to start, onsite in Waltham in the future
Why you’ll love us:
It’s all onsite. We have dry cleaning, a barber shop, a full service cafeteria, and even Boston Sports Clubs (at a discounted rate for our fitness fanatics!)
Abundant fun. Golf Club, kickball and softball leagues, Mario Kart and bubble hockey tournaments, three wheeler races, and Friday beer cart - there’s a way for everyone to let loose
Local pride. We’re wicked proud, which means when any of our teams - Bruins, Patriots, Red Sox, Celtics, and Revolution - kick off their season, you can bet there’s going to be a party to cheer them on. Go ahead and wear your jersey to work
Dine al fresco. Our gorgeous patios make for rejuvenating lunch and coffee breaks
It’s super easy to get here. We offer a subsidized shuttle from the Alewife T stop if you prefer public transportation, and we have plenty of free onsite parking, too
We’ve got you covered. From 401k, generous PTO, tuition reimbursement, casual dress code and excellent medical, dental, and vision - we’re there for you!
REQ ID 4281",3.6,Excellent,"Constant Contact
3.6",Waltham,MA,"Waltham, MA",Unknown,1995,29,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable
"Data Scientist - Statistics, Mid-Career",$91K-$150K (Glassdoor est.),"*Organization and Job ID**
Job ID: 310919

Directorate: National Security Directorate

Division: Computing & Analytics

Group: Applied Statistics & Computational Modeling
*Job Description**
This position is for a Scientist in Data Science and Applied or Mathematical Statistics who will provide scientific and technical research within the National Security Directorate (NSD) supporting the data analytics capabilities of the Computational Analytics Division. The Scientist will develop and apply fundamental mathematical or statistical theory to advance analytic solutions in various scientific domains. The Scientist must be able to draw from a strong statistical background, in areas including experimental design, advanced statistical modeling (e.g. mixed linear models, nonparametric models, etc.), machine learning, and computer simulations, to recognize patterns, characterize uncertainty, and develop predictive models using structured and unstructured data. The Scientist will produce solutions driven by domain science and mathematical statistical science from complex and high-dimensional datasets and design, develop, and evaluate advanced algorithms that lead to optimal value extraction from data. In addition to technical research this position expects participation and career development in task management, proposal writing, business development, and publishing.

Operating on the data-information-knowledge continuum, staff at PNNL employ diverse methods to confront significant problems of national interest from distilling distributed data into knowledge that supports decision processes to enabling resilient technologies that enhance computing at extreme scales. Our research portfolio spanning from basic to applied includes statistical modeling and experimental design, applied statistics, applied mathematics, machine learning, operations research, optimization, and other advanced statistical and mathematical domains.

Computing researchers and practitioners work side by side to apply advanced theories, methods, algorithms, models, evaluation tools and testbeds, and computational-based solutions to address complex scientific challenges affecting energy, biological sciences, the environment, and national security. Core domain knowledge is beneficial, such as in the nuclear, biological, energy, materials, or chemical science spaces.
*The hiring level will be determined based on the education, experience, and skill set of the successful candidate based on the following:**
*Level III:** Manages small to moderate projects and/or major project tasks. Integrates intellectual and technical capabilities of work teams. Enhances technical/professional skills of junior staff through active mentoring and training. Generates ideas for new proposals and participates in business development activities
*Level IV** : Leading organizational teams that proactively identify and promote new capabilities within a division and Science & Engineering domain and advance the directorate strategy. Mentoring staff and peers across directorate. Selects and develops technical approaches to complex challenges. Principal investigator or co-PI on multiple or significantly complex and/or high-risk projects or tasks and/or involving multiple tasks, capabilities, and organizations. Develops and realizes new significant project opportunities, leading the development of technical sections of large proposals. Takes lead in scope, schedule, and budget for projects or large tasks. Demonstrates ability to acquire funding for self and task-level teams. Lead author or developer on a significant number of technical products.
*Minimum Qualifications**
+ BS/BA with 5 years of experience, MS/MA with 3 years of experience, or PhD with 1 year of experience
*Preferred Qualifications**
+ BS/BA with 7 years of experience, MS/MA with 5 years of experience, or PhD with 3 years of experience, ideally focused in statistics with experience involving increasing levels of scientific research, task management, and programmatic responsibility

+ Position requires ability to apply theories and develop technical approaches with minimal oversight

+ Position requires the ability to effectively team with scientists and engineers to develop creative solutions to complex problems
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
Due to business needs and client space, US Citizenship is required:

The Pacific Northwest National Laboratory is subject to the Department of Energy Unclassified Foreign Visits & Assignment Program site, information, technologies, and equipment access requirements.

_Directorate:_ _National Security_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Appld Stats & Comp Modeling_

_Opening Date:_ _2020-06-08_

_Closing Date:_ _2020-09-06_",3.7,Excellent,"Pacific Northwest National Laboratory
3.7",Richland,WA,"Richland, WA",5000,1965,59,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
Data Scientist,$91K-$150K (Glassdoor est.),"We are looking to hire an analytic & insights Data Scientist to partner with the eBay core product team. As a critical member of the Product Insights team, this role will have the rare opportunity to influence decision-making of the Shipping Product roadmap with their insights and thought leadership.

With a vision to see opportunities to drive transformative change in the customer experience and result in significant business growth, we mine the largest datasets in the world of e-Commerce and use exclusive analytic and big data techniques to extract impactful insights. We achieve this by partnering closely with the product and engineering teams, and see opportunities that are accretive to the product roadmaps.

To be successful in this role:
Require the minimum of a bachelors degree in Statistics, Mathematics, Computer Science, Data Science, Business Administration or Business Analytics.
You would have to strike a balance between critical thinking and actual hands-on analyses using tools & packages such as SQL, R, Python, Tableau etc.
You possess super strong technical skills to turn big data in Teradata and Hadoop into actionable insights. At the same time, you also have the ability to think about the big picture and connect the dots to evaluate how the insights impact eBays ecosystem.
In addition to delivering insights on existing Product & Tech initiatives, you will come up with creative product growth opportunities based on insights, and build momentum through influence.
Enthusiastic collaboration and effective communication are essential
Additionally, the following background and experience is preferred:
Proven track record of turning insights into product growth opportunities in prior roles with increasing scope and responsibilities
Ability to present complex analyses and insights effectively in simple terms
Good experience with both descriptive and inferential statistics ability to build basic prototype models
Experience in a leading technology company
Background in ecommerce product experience
Masters degree is a plus.
Experience with site experimentation (A/B testing) is a plus
This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies

View our privacy policy

View our accessibility info

eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see:

EEO is the Law Poster

EEO is the Law Poster Supplement",3.5,Very Good,"eBay
3.5",San Jose,CA,"San Jose, CA",10000+,1995,29,Company - Public,Internet,Information Technology,$10+ billion (USD)
